orig_index,qkey,question_raw,k,ordinal,references,D_O,p_scale_order,options_scale_order,R_O,entropy,norm_entropy,eff_options,mean_pos,sd,mean_pos_midpoint,sd_midpoint,bd_ratio,n_modes,n_modes_strict,has_inserted_midpoint,stored_in_scale_order,keep_core,keep_core_k4,exclude_reason
112,ROBJOB2_W27,"Based on what you know, does the idea of robots and computers being able to do most of the jobs currently done by humans in the future seem",4,"[1.0, 2.0, 3.0, 4.0]","['Extremely realistic', 'Somewhat realistic', 'Not very realistic', 'Not at all realistic', 'Refused']","[0.20605994, 0.57414459, 0.17139498, 0.0484005]","[0.206060, 0.574145, 0.171395, 0.048400]",Extremely realistic | Somewhat realistic | Not very realistic | Not at all realistic,0.0069804652701852,1.5767793463735449,0.7883896731867724,2.983031777386239,0.35404535,0.2510413937916586,0.39053401374999996,0.18828104534374396,0.2755686135842665,1,1,False,True,True,True,
113,ROBJOB3A_W27,"How enthusiastic are you, if at all, about the possibility of robots and computers being able to do most of the jobs currently done by humans in the future, for society as a whole?",4,"[1.0, 2.0, 3.0, 4.0]","['Very enthusiastic', 'Somewhat enthusiastic', 'Not too enthusiastic', 'Not at all enthusiastic', 'Refused']","[0.05717492, 0.26924722, 0.47032542, 0.20325245]","[0.057175, 0.269247, 0.470325, 0.203252]",Very enthusiastic | Somewhat enthusiastic | Not too enthusiastic | Not at all enthusiastic,0.0034928529382427,1.7247770466770809,0.8623885233385404,3.305290435322859,0.6065518033333333,0.2725752030723081,0.57991385375,0.20443140230423112,0.3113273186614034,1,1,False,True,True,True,
114,ROBJOB3B_W27,"How worried are you, if at all, about the possibility of robots and computers being able to do most of the jobs currently done by humans in the future, for society as a whole?",4,"[1.0, 2.0, 3.0, 4.0]","['Very worried', 'Somewhat worried', 'Not too worried', 'Not at all worried', 'Refused']","[0.24782202, 0.47794103, 0.23003517, 0.04420178]","[0.247822, 0.477941, 0.230035, 0.044202]",Very worried | Somewhat worried | Not too worried | Not at all worried,0.0024077438548051,1.6944138367483652,0.8472069183741826,3.236453636305941,0.3568722366666667,0.2686752666673151,0.3926541775,0.20150645000048634,0.31451789203749947,1,1,False,True,True,True,
121,ROBJOB5B_W27,Would you favor or oppose the following? If robots and computers were mostly limited to doing jobs that are dangerous or unhealthy for humans to do,4,"[1.0, 2.0, 3.0, 4.0]","['Strongly favor', 'Favor', 'Oppose', 'Strongly oppose', 'Refused']","[0.46980414, 0.38545845, 0.11333202, 0.03140539]","[0.469804, 0.385458, 0.113332, 0.031405]",Strongly favor | Favor | Oppose | Strongly oppose,0.0048693718142055,1.5549864595048333,0.7774932297524166,2.938309688756931,0.23544622,0.2629999445266955,0.30158466500000003,0.19724995839502166,0.3842479432479326,1,1,False,True,True,True,
122,ROBJOB5C_W27,"Would you favor or oppose the following? If people had the option of paying extra to interact with a human, rather than a robot or computer, when buying a product or service",4,"[1.0, 2.0, 3.0, 4.0]","['Strongly favor', 'Favor', 'Oppose', 'Strongly oppose', 'Refused']","[0.21665554, 0.40942796, 0.24462223, 0.12929427]","[0.216656, 0.409428, 0.244622, 0.129294]",Strongly favor | Favor | Oppose | Strongly oppose,0.0076140431788863,1.884030619189657,0.9420153095948285,3.691048307135138,0.4288517433333333,0.31558428178004594,0.4466388075,0.23668821133503448,0.40660685221989257,1,1,False,True,True,True,
123,ROBJOB5D_W27,Would you favor or oppose the following? If the federal government created a national service program that paid people to perform tasks even if a robot or computer could do those tasks faster or cheaper,4,"[1.0, 2.0, 3.0, 4.0]","['Strongly favor', 'Favor', 'Oppose', 'Strongly oppose', 'Refused']","[0.21217212, 0.37296511, 0.29290205, 0.12196072]","[0.212172, 0.372965, 0.292902, 0.121961]",Strongly favor | Favor | Oppose | Strongly oppose,0.0123073531703854,1.894343282442965,0.9471716412214825,3.7175271597298236,0.4415504566666667,0.31402734098184,0.4561628425,0.23552050573637998,0.39991771770167095,1,1,False,True,True,True,
126,ROBJOB8A_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a software engineer will be mostly replaced by robots or computers in your lifetime?",4,"[1.0, 2.0, 3.0, 4.0]","['Very likely', 'Somewhat likely', 'Not very likely', 'Not at all likely', 'Refused']","[0.15179587, 0.38058879, 0.34900388, 0.11861146]","[0.151796, 0.380589, 0.349004, 0.118611]",Very likely | Somewhat likely | Not very likely | Not at all likely,0.0072407972533235,1.8381168519300612,0.9190584259650306,3.575430231765885,0.4781436433333333,0.2956190034974325,0.4836077325,0.2217142526230744,0.3502316039217732,0,1,False,True,True,True,
127,ROBJOB8B_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a legal clerk will be mostly replaced by robots or computers in your lifetime?",4,"[1.0, 2.0, 3.0, 4.0]","['Very likely', 'Somewhat likely', 'Not very likely', 'Not at all likely', 'Refused']","[0.13257839, 0.36663752, 0.37760901, 0.12317508]","[0.132578, 0.366638, 0.377609, 0.123175]",Very likely | Somewhat likely | Not very likely | Not at all likely,0.0067923954387347,1.8199043266198005,0.9099521633099003,3.530577844538815,0.49712692666666664,0.2908670274744862,0.497845195,0.21815027060586467,0.33842568489483565,0,1,False,True,True,True,
128,ROBJOB8C_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a nurse will be mostly replaced by robots or computers in your lifetime?",4,"[1.0, 2.0, 3.0, 4.0]","['Very likely', 'Somewhat likely', 'Not very likely', 'Not at all likely', 'Refused']","[0.0383529, 0.16308843, 0.46107675, 0.33748191]","[0.038353, 0.163088, 0.461077, 0.337482]",Very likely | Somewhat likely | Not very likely | Not at all likely,0.0051517783389885,1.6509763041825278,0.8254881520912639,3.140460893176973,0.6992292199999999,0.2675898721469915,0.6494219137499999,0.20069240411024364,0.3404741413736721,1,1,False,True,True,True,
129,ROBJOB8D_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a construction worker will be mostly replaced by robots or computers in your lifetime?",4,"[1.0, 2.0, 3.0, 4.0]","['Very likely', 'Somewhat likely', 'Not very likely', 'Not at all likely', 'Refused']","[0.09946754, 0.3177224, 0.38934478, 0.19346528]","[0.099468, 0.317722, 0.389345, 0.193465]",Very likely | Somewhat likely | Not very likely | Not at all likely,0.0031928558394165,1.8450900443249516,0.9225450221624758,3.592753722561024,0.5589359333333334,0.2989991902365772,0.5442019499999999,0.2242493926774329,0.36264050939968745,1,1,False,True,True,True,
130,ROBJOB8E_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a fast food worker will be mostly replaced by robots or computers in your lifetime?",4,"[1.0, 2.0, 3.0, 4.0]","['Very likely', 'Somewhat likely', 'Not very likely', 'Not at all likely', 'Refused']","[0.38545282, 0.38762637, 0.16702788, 0.05989294]","[0.385453, 0.387626, 0.167028, 0.059893]",Very likely | Somewhat likely | Not very likely | Not at all likely,0.0041390713831004,1.7346207926638222,0.8673103963319111,3.327920091741073,0.30045364999999996,0.29483004443984584,0.35034023875,0.22112253332988438,0.4135704463015223,0,1,False,True,True,True,
131,ROBJOB8F_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a teacher will be mostly replaced by robots or computers in your lifetime?",4,"[1.0, 2.0, 3.0, 4.0]","['Very likely', 'Somewhat likely', 'Not very likely', 'Not at all likely', 'Refused']","[0.1013792, 0.26119981, 0.38050612, 0.25691486]","[0.101379, 0.261200, 0.380506, 0.256915]",Very likely | Somewhat likely | Not very likely | Not at all likely,0.0056931883337811,1.8748017706841151,0.9374008853420576,3.667512214348481,0.59765221,0.31283018481670927,0.57323915625,0.234622638612532,0.40697445713124325,1,1,False,True,True,True,
132,ROBJOB8G_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a insurance claims processor will be mostly replaced by robots or computers in your lifetime?",4,"[1.0, 2.0, 3.0, 4.0]","['Very likely', 'Somewhat likely', 'Not very likely', 'Not at all likely', 'Refused']","[0.21659749, 0.43850292, 0.27198831, 0.07291129]","[0.216597, 0.438503, 0.271988, 0.072911]",Very likely | Somewhat likely | Not very likely | Not at all likely,0.0044661400264066,1.7858776291387717,0.8929388145693858,3.448281680904916,0.40040447,0.2866945971016135,0.42530335375000006,0.21502094782621015,0.34235897178810193,1,1,False,True,True,True,
138,CAREGIV2_W27,Based on what you know does the concept of a robot caregiver for the elderly seem,4,"[1.0, 2.0, 3.0, 4.0]","['Extremely realistic', 'Somewhat realistic', 'Not very realistic', 'Not at all realistic', 'Refused']","[0.10275812, 0.49064607, 0.29140272, 0.11519309]","[0.102758, 0.490646, 0.291403, 0.115193]",Extremely realistic | Somewhat realistic | Not very realistic | Not at all realistic,0.0025273665800608,1.7188733331184405,0.8594366665592202,3.2917923530353304,0.47301026,0.2747415766401809,0.479757695,0.20605618248013566,0.30281407061190924,1,1,False,True,True,True,
139,CAREGIV3A_W27,"How enthusiastic are you, if at all, about the possibility of a robot caregiver for society as a whole?",4,"[1.0, 2.0, 3.0, 4.0]","['Very enthusiastic', 'Somewhat enthusiastic', 'Not too enthusiastic', 'Not at all enthusiastic', 'Refused']","[0.09184176, 0.34954965, 0.37908467, 0.17952392]","[0.091842, 0.349550, 0.379085, 0.179524]",Very enthusiastic | Somewhat enthusiastic | Not too enthusiastic | Not at all enthusiastic,0.0031308510705802,1.8217455404183136,0.9108727702091568,3.5350865579741155,0.5487635833333333,0.292751387977436,0.5365726875,0.219563540983077,0.34610549980772903,0,1,False,True,True,True,
140,CAREGIV3B_W27,"How worried are you, if at all, about the possibility of a robot caregiver for society as a whole?",4,"[1.0, 2.0, 3.0, 4.0]","['Very worried', 'Somewhat worried', 'Not too worried', 'Not at all worried', 'Refused']","[0.14157761, 0.33194709, 0.42874452, 0.09773079]","[0.141578, 0.331947, 0.428745, 0.097731]",Very worried | Somewhat worried | Not too worried | Not at all worried,0.0032041897338456,1.7791510259289205,0.8895755129644602,3.4322414009113027,0.49420949999999997,0.28447125083596814,0.4956571262500001,0.21335343812697613,0.3237389899399305,1,1,False,True,True,True,
148,CAREGIV7_W27,"Would you feel better, worse, or would it not make a difference if the robot caregiver in this scenario had a camera so that a human operator could monitor the situation at all times?",3,"[1.0, 2.0, 1.5]","['Better', 'Worse', 'No difference', 'Refused']","[0.48282376, 0.19630686, 0.32086939]","[0.482824, 0.320869, 0.196307]",Better | No difference | Worse,0.0049646498267995,1.494469403671303,0.9429052125784183,2.8176050571120856,0.356741555,0.3863413926941137,0.4044943716666667,0.2575609284627425,0.650434074188365,1,1,True,False,True,False,
150,HIRING2_W27,"Based on what you know, does the concept of using computer programs to make hiring decisions seem",4,"[1.0, 2.0, 3.0, 4.0]","['Extremely realistic', 'Somewhat realistic', 'Not very realistic', 'Not at all realistic', 'Refused']","[0.11646636, 0.47502886, 0.28067611, 0.12782867]","[0.116466, 0.475029, 0.280676, 0.127829]",Extremely realistic | Somewhat realistic | Not very realistic | Not at all realistic,0.0010968360456933,1.7652647118315388,0.8826323559157694,3.3993636690620486,0.47328903,0.2852228712846874,0.47996677249999997,0.2139171534635155,0.32633968724772594,1,1,False,True,True,True,
151,HIRING3A_W27,"How enthusiastic are you, if at all, about the possibility of using computer programs to make hiring decisions for society as a whole?",4,"[1.0, 2.0, 3.0, 4.0]","['Very enthusiastic', 'Somewhat enthusiastic', 'Not too enthusiastic', 'Not at all enthusiastic', 'Refused']","[0.03082122, 0.19305775, 0.49633421, 0.27978682]","[0.030821, 0.193058, 0.496334, 0.279787]",Very enthusiastic | Somewhat enthusiastic | Not too enthusiastic | Not at all enthusiastic,0.0063440680307506,1.6285660044254802,0.8142830022127401,3.092055049215427,0.6750288766666666,0.25722884558204484,0.6312716575,0.1929216341865336,0.30162838864428715,1,1,False,True,True,True,
152,HIRING3B_W27,"How worried are you, if at all, about the possibility of using computer programs to make hiring decisions for society as a whole?",4,"[1.0, 2.0, 3.0, 4.0]","['Very worried', 'Somewhat worried', 'Not too worried', 'Not at all worried', 'Refused']","[0.2128096, 0.46165317, 0.25461166, 0.07092557]","[0.212810, 0.461653, 0.254612, 0.070926]",Very worried | Somewhat worried | Not too worried | Not at all worried,0.0067636966028658,1.7631378014997383,0.8815689007498692,3.3943558090768304,0.3945510666666666,0.28233058678903356,0.42091330000000005,0.21174794009177514,0.3336837989810032,1,1,False,True,True,True,
154,HIRING6A_W27,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to hiring candidates who are well-qualified",3,"[1.0, 2.0, 1.5]","['Better job than humans', 'Worse job than humans', 'About the same', 'Refused']","[0.24833536, 0.42571457, 0.32595008]","[0.248335, 0.325950, 0.425715]",Better job than humans | About the same | Worse job than humans,0.0081580887472355,1.5507139353451331,0.9783915610871299,2.9296207920349664,0.58868961,0.40080748064825644,0.5591264083333334,0.2672049870988377,0.6634612858262118,1,1,True,False,True,False,
155,HIRING6B_W27,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to hiring candidates who fit well with the company's culture",3,"[1.0, 2.0, 1.5]","['Better job than humans', 'Worse job than humans', 'About the same', 'Refused']","[0.12041075, 0.6006601, 0.27892915]","[0.120411, 0.278929, 0.600660]",Better job than humans | About the same | Worse job than humans,0.006927513695786,1.32323875363828,0.8348707007492024,2.5022722305257403,0.740124675,0.35015404175326087,0.6600831166666667,0.2334360278355073,0.6374532776433128,1,1,True,False,True,False,
156,HIRING6C_W27,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to choosing candidates from a diverse range of backgrounds",3,"[1.0, 2.0, 1.5]","['Better job than humans', 'Worse job than humans', 'About the same', 'Refused']","[0.27306363, 0.41873358, 0.30820279]","[0.273064, 0.308203, 0.418734]",Better job than humans | About the same | Worse job than humans,0.0078812624188609,1.5605925749940277,0.9846242887664282,2.9497497709873293,0.572834975,0.409443975308893,0.5485566500000001,0.2729626502059287,0.6851154433625889,1,1,True,False,True,False,
157,HIRING6D_W27,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to providing opportunities for candidates with non-traditional experiences",3,"[1.0, 2.0, 1.5]","['Better job than humans', 'Worse job than humans', 'About the same', 'Refused']","[0.12700405, 0.58938104, 0.28361491]","[0.127004, 0.283615, 0.589381]",Better job than humans | About the same | Worse job than humans,0.0104697191998375,1.3432453652479543,0.8474934672818942,2.5372142767230637,0.731188495,0.3544688311821435,0.6541256633333333,0.23631255412142904,0.6392620229351456,1,1,True,False,True,False,
158,HIRING7A_W27,Would you feel better or worse about computer programs making hiring decisions if these computer programs included public data about each candidate - such as the material they post on social media - in making their evaluations,3,"[1.0, 2.0, 1.5]","['Better', 'Worse', 'No difference', 'Refused']","[0.19685669, 0.50780847, 0.29533485]","[0.196857, 0.295335, 0.507808]",Better | No difference | Worse,0.0103469241322882,1.4777060700174731,0.9323287266071713,2.7850554854105716,0.6554758949999999,0.3898634861979709,0.6036505983333333,0.2599089907986473,0.6730522579222523,1,1,True,False,True,False,
159,HIRING7B_W27,"Would you feel better or worse about computer programs making hiring decisions if companies used these computer programs to conduct initial screenings of potential candidates, but then interviewed those candidates in the traditional way",3,"[1.0, 2.0, 1.5]","['Better', 'Worse', 'No difference', 'Refused']","[0.57365213, 0.17500711, 0.25134076]","[0.573652, 0.251341, 0.175007]",Better | No difference | Worse,0.0090765705373855,1.400726681142716,0.8837601397543392,2.6403454206885297,0.30067749,0.38397310714072136,0.36711832666666666,0.25598207142714763,0.7011697839635109,1,1,True,False,True,False,
184,MASC1F1_W29,"Thinking about how society sees men these days, in general, would you say",3,"[1.0, 2.0, 1.5]","['Most people look up to men who are manly or masculine', 'Most people look down on men who are manly or masculine', 'Neither', 'Refused']","[0.53319431, 0.07900325, 0.38780244]","[0.533194, 0.387802, 0.079003]",Most people look up to men who are manly or masculine | Neither | Most people look down on men who are manly or masculine,0.0069700053694482,1.3030281639156078,0.8221192383559431,2.4674625083071553,0.27290447,0.3185545640137951,0.34860298,0.2123697093425301,0.5114056708643298,1,1,True,False,True,False,
187,FEM1F2_W29,"Thinking about how society sees women these days, in general, would you say",3,"[1.0, 2.0, 1.5]","['Most people look up to women who are womanly or feminine', 'Most people look down on women who are womanly or feminine', 'Neither', 'Refused']","[0.30838766, 0.11129517, 0.58031716]","[0.308388, 0.580317, 0.111295]",Most people look up to women who are womanly or feminine | Neither | Most people look down on women who are womanly or feminine,0.0030435802254061,1.3315210637240953,0.8400962566106484,2.51667873809796,0.40145375,0.30856011569755154,0.43430249833333334,0.20570674379836773,0.3962290782541009,1,1,True,False,True,False,
201,MAN1A_W29,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?",4,"[1.0, 2.0, 3.0, 4.0]","['A lot', 'Some', 'Not too much', 'None at all', 'Refused']","[0.27557652, 0.43362341, 0.25669976, 0.03410031]","[0.275577, 0.433623, 0.256700, 0.034100]",A lot | Some | Not too much | None at all,0.0029716590877448,1.704967173722116,0.852483586861058,3.260215147650406,0.34977462000000004,0.2720793750267864,0.38733096499999997,0.20405953127008983,0.3254910356023629,1,1,False,True,True,True,
